taxon_name,level_1
acacia,NA
acaena,NA
acalypha,NA
acanthaceae,NA
acanthus,NA
aciphylla,NA
aciphylla_squarrosa_type,NA
aciphylla_type,NA
acmena,NA
acronychia,NA
acronychia_comp,NA
actinotus,NA
adriana_glabrata_var_acerifolia,NA
agastachys,NA
agastachys_odorata,NA
agathis,NA
agathis_australis,NA
agathis_robusta,NA
ajugoideae_cf_clerodendrum,NA
albizia_type,NA
aleurites,NA
allocasuarina,NA
alnus,NA
alphitonia,NA
amaranthaceae,NA
amaranthaceae_bigger_than_20_mu_m,NA
amaranthaceae_sensu_stricto,NA
amaranthaceae_smaller_than_20_mu_m,NA
amperea,NA
amperea_poranthera,NA
amperea_xiphoclada,NA
amyema,NA
anacardiaceae,NA
anemone,NA
angiospermae_undiff_herbs,NA
angophora_corymbia,NA
angophora_costata,NA
angophora_type,NA
annonaceae,NA
anodopetalum,NA
anopterus,NA
anopterus_glandulosus,NA
antidesma,NA
antirhea,NA
aphananthe,NA
apiaceae,NA
apiaceae_cf_dichosciadium,NA
apiaceae_type_1,NA
apiaceae_undiff,NA
apiales_cf_araliaceae,NA
apium,NA
apium_prostratum,NA
apocynaceae,NA
apodytes_clusiifolia,NA
araceae,NA
araliaceae,NA
araliaceae_rutaceae,NA
araliaceae_type,NA
araliaceae_undiff,NA
araucaria,NA
araucaria_cunninghamii,NA
araucariaceae,NA
archeria,NA
ardisia,NA
arecaceae,NA
arecaceae_cf_calamus,NA
arecaceae_incertae_sedis,NA
arecaceae_undiff,NA
arenga,NA
aristotelia,NA
arytera,NA
arytera_type,NA
ascarina,NA
ascarina_lucida,NA
asparagaceae_cf_arthropodium,NA
asperula,NA
asphodeloideae,NA
astelia,NA
astelia_alpina,NA
astelia_type,NA
asteraceae,NA
asteraceae_undiff,NA
asteroideae,NA
asteroideae_type_1,NA
asteroideae_type_2,NA
asteroideae_type_3,NA
asteroideae_type_4,NA
asteroideae_type_5,NA
asteroideae_undiff,NA
astrotricha,NA
atherosperma,NA
atherosperma_moschatum,NA
athrotaxis_diselma,NA
athrotaxis_type_diselma_type,NA
australina,NA
austrobuxus,NA
austromyrtus,NA
avicennia,NA
avicennia_marina,NA
baccaurea,NA
backhousia_myrtifolia,NA
baeckea,NA
baeckea_tristania,NA
balanops,NA
banksia,NA
banksia_aemula,NA
banksia_dentata,NA
banksia_integrifolia,NA
banksia_integrifolia_type,NA
banksia_marginata,NA
banksia_robur,NA
barringtonia,NA
bauera,NA
bauera_rubioides,NA
bauera_type,NA
baumea,NA
begonia,NA
bellendena,NA
bellendena_montana,NA
bertya,NA
betula,NA
beyeria,NA
bignoniaceae_verbenaceae,NA
billardiera,NA
bischofia,NA
blandfordia,NA
bombax_ceiba,NA
boraginaceae,NA
boronia,NA
boronia_algida,NA
bossiaea,NA
brachychiton,NA
brachycome_type,NA
brassicaceae,NA
brassicaceae_lamiaceae,NA
brassicaceae_type,NA
brassicaceae_undiff,NA
breynia_cernua,NA
bruguiera,NA
bruguiera_ceriops,NA
buchanania_obovata,NA
buddleja,NA
bursaria,NA
bursaria_spinosa,NA
burseraceae,NA
caesalpinioideae,NA
caesalpinioideae_cf_senna,NA
calamus,NA
callistemon,NA
callistemon_pallidus,NA
callistemon_pityoides_type,NA
callitris,NA
calocedrus,NA
calophyllum,NA
calycosia,NA
calystegia,NA
calytrix,NA
campanulaceae,NA
canarium,NA
canavalia_type,NA
cannabaceae_cf_celtis,NA
canthium,NA
capparis,NA
caprifoliaceae_cf_lonicera_type,NA
cardamine,NA
carex,NA
carex_type,NA
carpodetus_serratus,NA
caryophyllaceae,NA
caryophyllaceae_undiff,NA
cassinia_arcuata_type_calomeria_type,NA
castanopsis,NA
castanopsis_lithocarpus,NA
casuarina,NA
casuarina_equisetifolia,NA
casuarina_smaller_than_25_mu_m,NA
casuarina_undiff,NA
casuarinaceae,NA
celastraceae_cf_maytenus,NA
celmisia_type,NA
celtis,NA
cenarrhenes,NA
cenarrhenes_nitida,NA
centaurium,NA
centella,NA
centrolepidaceae,NA
centrolepis,NA
cerberiopsis,NA
ceriops,NA
cf_acanthaceae,NA
cf_adenostemma,NA
cf_amperea,NA
cf_astelia,NA
cf_bidens_erigeron,NA
cf_brassicaceae,NA
cf_canthium,NA
cf_celtis,NA
cf_clethra,NA
cf_euphorbiaceae,NA
cf_fuchsia,NA
cf_homalium,NA
cf_melochia,NA
cf_pandanus,NA
cf_pemphis,NA
cf_psychotria,NA
cf_psydrax,NA
cf_quintinia,NA
cf_rosaceae,NA
cf_rubiaceae,NA
cf_rubus,NA
cf_samolus,NA
cf_sterculia,NA
cf_streblus,NA
chenopodiaceae_sensu_stricto,NA
chorizandra,NA
cichorieae,NA
cichorioideae,NA
cichorioideae_undiff,NA
cirsium,NA
cissus,NA
claoxylon,NA
claoxylon_type,NA
cleidion,NA
cleistocalyx,NA
clematis,NA
clematis_type,NA
clerodendrum_floribundum,NA
cocos,NA
codia,NA
codonocarpus,NA
codonocarpus_cotinifolius,NA
coleus,NA
collospermum,NA
colobanthus,NA
colocasia,NA
colocasia_esculenta,NA
combretaceae_cf_terminalia_type,NA
combretaceae_melastomataceae,NA
comesperma,NA
commelina,NA
commersonia,NA
coniferae,NA
convolvulaceae,NA
coprosma,NA
coprosma_opercularia,NA
coprosma_pomax,NA
cordyline,NA
coriaria,NA
correa,NA
corymbia_intermedia,NA
corymbia_ptychocarpa,NA
corymbia_terminalis,NA
corynocarpus,NA
crassula,NA
crassula_macrantha,NA
crassula_sieberiana,NA
crassulaceae,NA
crotalaria,NA
cryptandra,NA
cryptandra_spinescens,NA
cunoniaceae,NA
cunoniaceae_dicolpate,NA
cunoniaceae_elaeocarpaceae,NA
cunoniaceae_tricolpate,NA
cupaniopsis,NA
cuphea,NA
cupressaceae,NA
cyclophyllum,NA
cyclophyllum_barbatum,NA
cyperaceae,NA
cyperaceae_20_mu_m,NA
cyperaceae_27_mu_m,NA
cyperaceae_29_mu_m,NA
cyperaceae_31_mu_m,NA
cyperaceae_inaperturate,NA
cyperaceae_reticulate,NA
cyperaceae_type_1,NA
cyperaceae_undiff,NA
cyperus,NA
cyperus_type,NA
dacrycarpus,NA
dacrycarpus_dacrydioides,NA
dacrycarpus_trisaccate,NA
dacrydium,NA
dacrydium_cupressinum,NA
dacrydium_franklinii,NA
dampiera,NA
daviesia,NA
daviesia_type,NA
decaspermum,NA
dianella,NA
dichosciadium,NA
dichosciadium_ranunculaceum,NA
didymotheca,NA
dillenia,NA
dilleniaceae,NA
dilleniaceae_cf_hibbertia,NA
diplaspis,NA
discaria,NA
discaria_toumatou,NA
disphyma,NA
dodonaea,NA
dodonaea_cuneata_type,NA
dodonaea_hispidula,NA
dodonaea_pinnata_type,NA
dodonaea_triquetra,NA
dodonaea_triquetra_type,NA
dodonaea_type,NA
dodonaea_viscosa,NA
dodonaea_viscosa_type,NA
dolicholobium,NA
donatia,NA
dracaena,NA
dracophyllum,NA
drapetes,NA
drimys,NA
dysoxylum,NA
ebenaceae_cf_diospyros,NA
echium_cf_e_plantagineum,NA
echium_violaceum,NA
elaeocarpaceae,NA
elaeocarpaceae_cf_elaeocarpus,NA
elaeocarpus,NA
elattostachys,NA
eleocharis,NA
eleocharis_comp,NA
eleocharis_type,NA
embelia,NA
empodisma,NA
empodisma_type,NA
endospermum,NA
engelhardia,NA
engelhardia_type,NA
epacridaceae_ericaceae,NA
epacrideae,NA
epacrideae_undiff,NA
epacris,NA
epacris_bawbawiensis,NA
epacris_serpyllifolia,NA
epacris_type,NA
epilobium,NA
eremophila,NA
ericaceae,NA
ericaceae_type_2,NA
ericaceae_undiff,NA
eriostemon,NA
eryngium,NA
erythrina,NA
erythrina_variegata,NA
eucalyptus,NA
eucalyptus_cf_e_pauciflora_niphophila,NA
eucalyptus_dalrympleana,NA
eucalyptus_dives,NA
eucalyptus_pilularis_type_melaleuca_type,NA
eucalyptus_psilate,NA
eucalyptus_signata,NA
eucalyptus_tetrodonta,NA
eucalyptus_type,NA
eucalyptus_type_1_granular,NA
eucalyptus_type_2_psilate,NA
eucalyptus_type_3_granular,NA
eucalyptus_type_4_granular,NA
eucalyptus_undiff,NA
eucalyptus_viminalis,NA
eucryphia,NA
eucryphia_anodopetalum,NA
eucryphia_type_anodopetalum_type,NA
euodia,NA
euphorbia,NA
euphorbia_cf_e_peplus,NA
euphorbia_hirta,NA
euphorbiaceae,NA
euphorbiaceae_cf_amperea,NA
euphorbiaceae_cf_euphorbia,NA
euphorbiaceae_undiff,NA
euphrasia,NA
evodiella,NA
ewartia_type_gnaphalium_type,NA
excoecaria,NA
