taxon_name,level_1
abies,NA
abrus,NA
abrus_type,NA
abutilon,NA
abutilon_type,NA
acacia,NA
acacia_albizia,NA
acacia_ehrenbergiana_type,NA
acacia_gerrardii,NA
acacia_group_i,NA
acacia_group_iii,NA
acacia_kamerunensis_type,NA
acacia_type,NA
acacia_type_i,NA
acaena,NA
acalypha,NA
acalypha_cf_a_crenata,NA
acalypha_type,NA
acanthaceae,NA
acanthaceae_diporate,NA
acanthaceae_tricolporate,NA
acanthaceae_undiff,NA
acanthophoenix_rubra,NA
acanthus,NA
acanthus_polystachius,NA
acanthus_type,NA
acer,NA
achyranthes,NA
achyranthes_aspera,NA
achyranthes_type,NA
achyranthes_type_a_aspera,NA
achyranthes_type_aspera,NA
acridocarpus,NA
adansonia,NA
adansonia_digitata,NA
adenia,NA
adenia_type,NA
adenium,NA
adenocline,NA
adenorandia_type_a_kalbreyeri,NA
adina,NA
aerva,NA
aerva_javanica_type,NA
aerva_lanata,NA
aerva_lanata_type,NA
aerva_type,NA
aerva_type_a_javanica,NA
aerva_type_a_lanata,NA
aerva_type_javanica,NA
aerva_type_lanata,NA
aeschynomene,NA
aeschynomene_afraspera_type,NA
aeschynomene_baumii_type,NA
aeschynomene_type,NA
aeschynomene_type_a_baumii,NA
aeschynomene_type_baumii,NA
aeschynomene_type_elaphroxylon,NA
afraegle,NA
afraegle_paniculata,NA
afraegle_type_a_paniculata,NA
afzelia,NA
afzelia_cf_a_africana,NA
agathosma,NA
agavoideae,NA
aidia,NA
aidia_micrantha_type,NA
aidia_type,NA
aidia_type_a_micrantha,NA
aidia_type_micrantha,NA
aizoaceae,NA
aizoaceae_type,NA
aizoaceae_undiff,NA
ajuga,NA
alangium_chinense,NA
albizia,NA
albizia_type,NA
alchemilla,NA
alchemilla_type,NA
alchornea,NA
alchornea_type,NA
allophylus,NA
allophylus_abyssinicus,NA
allophylus_abyssinicus_type,NA
allophylus_africanus,NA
allophylus_protea,NA
allophylus_protea_faurea,NA
allophylus_type,NA
alnus,NA
alnus_glutinosa,NA
aloe,NA
aloe_type,NA
alstonia,NA
alstonia_boonei,NA
alstonia_type,NA
alstonia_type_a_boonei,NA
alstonia_type_boonei,NA
alternanthera,NA
alternanthera_type,NA
alysicarpus,NA
amanoa_type,NA
amaranthaceae,NA
amaranthaceae_undiff,NA
amaranthus_type,NA
amaryllidaceae,NA
ambrosia,NA
ambrosia_maritima,NA
ambrosia_type,NA
ambrosia_type_maritima,NA
ambrosia_xanthium,NA
ambrosiinae,NA
ammannia,NA
ammannia_type,NA
anacardiaceae,NA
anacardiaceae_undiff,NA
anagallis,NA
anagallis_type,NA
anchusa_type,NA
anemone,NA
angelium,NA
aningeria_type,NA
anisotes,NA
anisotes_type,NA
annona_senegalensis_type,NA
annonaceae,NA
annonaceae_undiff,NA
anogeissus,NA
anogeissus_type_a_leiocarpa,NA
anogeissus_type_leiocarpa,NA
anopyxis,NA
anopyxis_klaineana,NA
anopyxis_type,NA
anopyxis_type_klaineana,NA
anthemis_type,NA
anthericum,NA
anthocleista,NA
anthonotha_type,NA
anthospermum,NA
anthospermum_asperuloides_type,NA
anthospermum_hispidulum_type,NA
anthospermum_type,NA
anthostema,NA
anthostema_senegalense,NA
anthostema_type,NA
anthyllis,NA
anthyllis_rupestris,NA
antiaris_type,NA
antiaris_type_a_toxicaria,NA
antidesma,NA
antidesma_type,NA
antidesma_type_a_venosum,NA
antidesma_type_venosum,NA
antidesma_venosum,NA
antrocaryon,NA
antrocaryon_type,NA
aphloia_theiformis,NA
aphloia_type_theiformis,NA
apiaceae,NA
apiaceae_type,NA
apiaceae_undiff,NA
apocynaceae,NA
apocynaceae_undiff,NA
apodytes,NA
apodytes_dimidiata,NA
aporrhiza,NA
aporrhiza_type,NA
araceae,NA
araliaceae,NA
araliaceae_type,NA
araliaceae_undiff,NA
arbutus,NA
arbutus_unedo,NA
ardisia,NA
arecaceae,NA
arecaceae_mauritius_type_132b_de_boer,NA
arecaceae_type_mauritius_type_127_de_boer,NA
arecaceae_type_mauritius_type_137_de_boer,NA
arecaceae_type_mauritius_type_139_de_boer,NA
arecaceae_type_mauritius_type_54b_de_boer,NA
arecaceae_type_mauritius_type_54c_de_boer,NA
arecaceae_type_tetrad_mauritius_type_2_de_boer,NA
arecaceae_undiff,NA
argania_spinosa,NA
argyranthemum,NA
argyrella_type_canescens,NA
armeria,NA
arnebia_hispidissima_type,NA
artemisia,NA
artemisia_afra,NA
artemisia_herba_minus_alba,NA
artemisia_type,NA
ascarina,NA
asclepiadoideae,NA
ascolepis,NA
ascolepis_type,NA
asparagus,NA
asparagus_buchananii_type,NA
asparagus_type,NA
asphodeline,NA
asphodelus,NA
aster,NA
aster_type,NA
asteraceae,NA
asteraceae_echinate,NA
asteraceae_fenestrate,NA
asteraceae_high_spine,NA
asteraceae_undiff,NA
asteraceae_undiff_type_2,NA
asteroideae,NA
asteroideae_undiff,NA
astragalus_type,NA
astripomoea,NA
astropanax_abyssinicus,NA
astropanax_barteri,NA
astropanax_goetzenii_type,NA
astropanax_mannii_type,NA
astropanax_myrianthus,NA
asystasia,NA
asystasia_gangetica,NA
asystasia_gangetica_type,NA
atractylis_type,NA
avicennia,NA
azima_tetracantha,NA
azorella,NA
baikiaea,NA
bakerella,NA
balanites,NA
balanites_aegyptiaca_type,NA
balanites_rotudinfolia_type,NA
baphia_type,NA
baphiopsis,NA
baphiopsis_type_parviflora,NA
barbeya_oleoides,NA
barbeyaceae,NA
barleria,NA
barringtonia,NA
basella,NA
basella_alba_type,NA
basilicum,NA
basilicum_polystachyon_hoslundia_opposita,NA
basilicum_type,NA
basilicum_type_b_polystachyon,NA
basilicum_type_polystachyon,NA
bauhinia,NA
begonia,NA
begonia_meyeri_minus_johannis,NA
begonia_type,NA
begoniaceae,NA
berberis,NA
bergia,NA
berlinia,NA
berlinia_type,NA
bersama,NA
bersama_abyssinica,NA
bersama_abyssinica_type,NA
bertiera,NA
bertiera_type,NA
betula,NA
bidens,NA
bignoniaceae,NA
bismarckia_nobilis,NA
blepharis,NA
blepharis_type,NA
blepharispermum_type,NA
blighia,NA
blighia_sapida_type,NA
blighia_type,NA
blighia_type_b_unijugata,NA
blighia_type_unijugata,NA
blighia_unijugata_type,NA
boerhavia_type,NA
